t,l,EEG Fp1_Delta.dB,EEG Fp1_Alpha.dB,EEG F3_Delta.dB,EEG F3_Alpha.dB,EEG C3_Delta.dB,EEG C3_Alpha.dB,EEG P3_Delta.dB,EEG P3_Alpha.dB,EEG O1_Delta.dB,EEG O1_Alpha.dB,EEG F7_Delta.dB,EEG F7_Alpha.dB,EEG T3_Delta.dB,EEG T3_Alpha.dB,EEG T5_Delta.dB,EEG T5_Alpha.dB,EEG Fc1_Delta.dB,EEG Fc1_Alpha.dB,EEG Fc5_Delta.dB,EEG Fc5_Alpha.dB,EEG Cp1_Delta.dB,EEG Cp1_Alpha.dB,EEG Cp5_Delta.dB,EEG Cp5_Alpha.dB,EEG F9_Delta.dB,EEG F9_Alpha.dB,EEG Fz_Delta.dB,EEG Fz_Alpha.dB,EEG Cz_Delta.dB,EEG Cz_Alpha.dB,EEG Pz_Delta.dB,EEG Pz_Alpha.dB,EEG Fp2_Delta.dB,EEG Fp2_Alpha.dB,EEG F4_Delta.dB,EEG F4_Alpha.dB,EEG C4_Delta.dB,EEG C4_Alpha.dB,EEG P4_Delta.dB,EEG P4_Alpha.dB,EEG O2_Delta.dB,EEG O2_Alpha.dB,EEG F8_Delta.dB,EEG F8_Alpha.dB,EEG T4_Delta.dB,EEG T4_Alpha.dB,EEG T6_Delta.dB,EEG T6_Alpha.dB,EEG Fc2_Delta.dB,EEG Fc2_Alpha.dB,EEG Fc6_Delta.dB,EEG Fc6_Alpha.dB,EEG Cp2_Delta.dB,EEG Cp2_Alpha.dB,EEG Cp6_Delta.dB,EEG Cp6_Alpha.dB,EEG F10_Delta.dB,EEG F10_Alpha.dB
46.0,1,-73.68188343296109,-90.5124543719102,-82.0539163032885,-94.43070158542562,-75.03805156201832,-92.83730458745835,-74.23592539068683,-90.89690779242429,-72.78710011437443,-88.14183714547002,-75.11759556361609,-92.283280036653,-75.23639964560903,-91.25117983549187,-73.84459146572337,-89.6351259689836,-76.66571155504752,-94.34549597377831,-77.43887700977369,-93.55182027168524,-74.61569088876286,-92.3239347730106,-75.31288560751598,-91.03552128749197,-74.05417799698456,-89.48560097738765,-84.77118766421201,-97.09392677055028,-76.0443840591517,-93.34669628383644,-74.52799178028911,-91.92205561803075,-72.9401641658818,-90.24202481338271,-84.06081345286047,-91.4225153249614,-76.01360274368632,-93.69718688817542,-74.47900839620145,-91.96840935020604,-72.9545682906104,-88.96134514661713,-78.44035997111307,-91.13696030666006,-74.67770396441605,-90.14156945037703,-72.52449703996862,-88.00291617731452,-77.01500098533162,-94.58912190236623,-77.25110302173721,-92.5703642840472,-74.67964136317357,-92.83079565206192,-74.0824664093218,-91.38244412629369,-73.24920764270958,-88.77880322579941
48.0,1,-73.70312778574855,-92.88092842100517,-82.88415288096397,-94.00029949994698,-75.25913021630508,-93.86573494605939,-73.6429149619305,-92.68902139176964,-72.28877494534613,-89.82269904558933,-82.02858415107093,-95.4027504068079,-74.70556018667413,-93.17363024200075,-72.96578202220209,-90.52955916631657,-76.78445934708004,-94.91547856432705,-76.90363802732637,-94.31376398695943,-74.17417736634836,-93.19899856039575,-73.85405508125041,-92.22094292135034,-73.28189737091395,-91.79118921541507,-83.56868772033303,-97.22342968307078,-75.57200315353779,-93.81800014724554,-73.59868229237735,-92.35980025422492,-73.39829387430011,-92.26071711351744,-81.7658734555353,-90.82923667177039,-75.32187005401835,-93.30182559907126,-73.30238266377988,-91.2016433648152,-72.18176273996707,-89.1422826715806,-83.26423757531711,-95.29995053222082,-74.21631646768843,-90.08828347886264,-72.38907072465194,-88.18776626763865,-76.47113306528594,-94.05861823960741,-76.83630325724144,-93.08004615149365,-74.30905474662617,-92.74553726427018,-73.87525910499093,-90.6732128339638,-72.68330812525102,-90.75037988160909
50.0,1,-75.09260531326072,-90.5239777392132,-83.54310027868678,-91.42408638935093,-76.61970040070558,-93.71248116284882,-76.66216949371493,-91.11629898774748,-75.98356083012168,-89.32004576390409,-75.4332537512856,-89.82088159116621,-77.902019182621,-93.08898812605483,-76.731060316327,-90.95987988546902,-80.14738738033907,-94.99390064774357,-80.07408428599268,-94.83616775576722,-77.44635328684892,-92.1439080282305,-77.72474109121578,-92.87721587862565,-75.69442592508089,-92.12655575038622,-86.03902010810683,-97.98043381917853,-78.80897647464789,-93.37263431356446,-76.85635696219163,-91.52451724766732,-76.64547458191468,-92.26871784476975,-79.22487743230923,-91.20885029001435,-78.04604885536767,-92.30204836947448,-76.79717453793802,-90.4852867605908,-76.1380742712818,-88.78658595611736,-75.2014490268615,-86.45523909520001,-75.39516205110695,-88.80417939768881,-75.69799268009008,-89.17835069017914,-78.44384765285122,-93.7738757881927,-77.17592225127841,-90.52944614201311,-77.78977466882439,-91.64259460011324,-76.77372133010988,-90.25777752235177,-73.5655591663474,-87.55998741181033
52.0,1,-73.69476399618421,-93.96504420821266,-80.57205807067548,-95.92864206756562,-73.97529283793936,-94.21993467367821,-72.01565473603162,-92.59029628087706,-71.0003311792151,-90.41518880074322,-78.11551332166098,-95.60076661073697,-72.14547932995765,-93.13835484053023,-71.6947628470745,-91.84487272954937,-75.15857688790555,-95.17275923762485,-74.48503839053014,-94.39574720679792,-73.03681678929921,-93.56109752556651,-72.3399116722139,-92.94962665253804,-70.70181184842652,-91.73671443324211,-82.67794840417606,-97.25976338885235,-74.5616301411613,-93.84151722419006,-72.57807420871546,-93.10134823398536,-71.80317497206288,-92.18525915836436,-83.09713766244701,-91.31087017386854,-74.6542981701786,-93.97964829990377,-72.65649060421033,-93.357735228321,-71.38842317195088,-91.48213983900162,-82.87678361090327,-94.37161134685526,-72.97014303593551,-91.56138334520662,-71.05293881694723,-91.24199495215912,-75.78440637025493,-94.24997899001107,-76.00103009608637,-93.45042886956168,-73.46608136866061,-93.58805811838761,-72.74883322755319,-92.78582677504855,-71.35184906423426,-91.16033807799626
54.0,1,-75.18332733088313,-91.8906469039035,-79.79706057706805,-92.6134101932108,-75.16514035576081,-91.86407458676939,-73.298367807219,-89.97451410931289,-72.17522991192948,-88.73011667305362,-72.66596225696716,-89.82274584874838,-73.07045760426995,-91.17787386250795,-72.65261104516752,-89.88658856387363,-76.91028407025131,-93.36530955915727,-74.75613116256228,-92.37823285004191,-74.52053682519151,-90.85215467785277,-73.40336499562392,-90.58475179499948,-70.70107377016603,-89.09737582397366,-84.19652315754092,-97.63418618983098,-76.42966002145626,-92.6453837485573,-73.85798792312498,-90.77378480699025,-73.57015820086536,-89.36615361961132,-80.20838722176101,-91.17386101441755,-75.96246599604814,-92.8790959665284,-73.40066564378814,-91.43102163505448,-71.75656633500114,-89.65841481466173,-73.44477328015954,-89.00720849051204,-72.98898059941921,-91.24983186113622,-71.56839217308983,-89.61428620760537,-77.04731702098675,-93.36268148388235,-76.08074783375555,-92.95439506342248,-74.75625050364464,-91.8569113115588,-73.26457138996574,-91.5042371624307,-72.22216246768889,-90.76127487776567
56.0,1,-74.30389950923262,-90.064961347218,-81.50603835568123,-91.91218115461567,-75.88845793446565,-93.70580500568025,-74.28718860041587,-93.09232527930654,-73.1804671929778,-90.7621398708502,-73.06702123363206,-92.69805842518367,-73.72696262882415,-92.03432135350381,-73.51801426341412,-91.82515797393373,-77.4986076252036,-95.19882080212909,-76.01494280277501,-94.13792808388422,-75.10697713207183,-93.82460513054323,-74.58107693229958,-92.15287540518567,-70.96751048595723,-89.90423198191435,-84.85494815450578,-96.63349348011354,-76.2061089692625,-94.33804926076006,-74.75295570209971,-93.55695920088506,-73.33918849483834,-90.62203742704405,-82.88761896158212,-90.27265329179465,-76.49086144268527,-93.92790068545749,-74.67603040161276,-93.18170202937502,-73.41595802544047,-91.303029628007,-78.84066615584784,-92.06910141312298,-74.56114166905829,-92.04165646512104,-73.20732463387822,-90.11141141501655,-77.38112509043017,-94.70742865441247,-78.0004128838239,-92.53201669721301,-75.26736086672898,-93.76000274800218,-74.76850910336316,-92.57962105169722,-72.84183666872791,-90.486493017145
58.0,1,-72.84107876993671,-89.7467722311746,-79.01068689612264,-91.14096510251235,-74.25045372266977,-92.02657464683534,-72.33559515281814,-91.12586766855938,-71.00889213051798,-89.34233441917584,-70.88444929703918,-88.98343490168025,-72.66600100519153,-90.25653769050508,-72.01716456323192,-90.53831846792824,-75.78875389094864,-93.305998934472,-74.42029283853213,-91.78713843790796,-73.04728934117871,-91.79350461704425,-72.92488319836797,-90.93215468619574,-70.59034071351597,-89.05750694504702,-84.5279519558288,-96.6707898115122,-74.47348989791723,-92.94459553688627,-72.39116487535391,-91.61633960782274,-71.90477198178529,-88.94374194153939,-81.12477589171769,-90.39186311224022,-74.62398692058203,-93.92527545702586,-72.34668366627291,-92.06993409002258,-71.42575583509044,-90.07600473768704,-71.20856655062813,-89.59671353234172,-73.93516457037789,-90.40324092247808,-71.7554301340871,-89.2852352150276,-76.03477147974706,-93.99266303560896,-76.15803931178363,-94.13816071777711,-73.41559576807532,-92.40884127658107,-72.78777410068719,-91.93893143145505,-72.16284685402587,-91.41246205168835
60.0,1,-75.17818123347263,-94.04633474492604,-84.98433970707592,-93.4714817957191,-77.64402830520618,-95.21025568322933,-76.7651393042567,-93.55182434289307,-75.53490301735589,-92.93194329440934,-77.12630158848792,-93.82703657119694,-77.237332961728,-92.98627505046599,-75.34345080552596,-93.3415564772431,-79.574955880771,-96.7236414571694,-79.52968722423907,-94.63979820601679,-77.02869154078576,-95.02437994954076,-76.42010746842892,-93.6099040975565,-75.34973347582978,-92.05763013256446,-85.76755577312414,-97.50542884868649,-78.16303703330081,-95.71643725507181,-76.14305559977855,-94.40291251593861,-75.28640239495743,-91.8151608151191,-80.0332352304401,-90.61931509686103,-76.41886603709465,-94.13636658102034,-75.45176405928025,-92.03221018525389,-74.62605520341097,-91.84821627525119,-76.42487394936964,-91.52988575879627,-73.52173530653938,-90.20639197661498,-73.70041013345114,-89.83807685622865,-78.01606538779173,-96.32871986526416,-76.03561377165404,-93.47203435758657,-76.38067617699426,-94.29903683661232,-74.69832783424789,-91.88738587039799,-71.97275519145619,-91.21739530313796
62.0,1,-73.65617331494337,-93.11410516324295,-81.24426225194793,-92.71150242415584,-76.35799736713095,-93.98425211869778,-74.57944001516994,-92.67695423253676,-73.33192339645447,-91.27610822520487,-71.53771072073035,-90.64739208025037,-74.73981817921555,-92.21554289638044,-73.80746383420735,-92.44654509713114,-77.80185322467402,-95.12779594635356,-76.35143963791221,-93.22364916705357,-75.64130262573391,-93.55199582509246,-74.26810042765975,-92.7657045006991,-72.28757386893352,-91.16747845459913,-84.21482907843355,-96.59139533406191,-76.92765774073789,-95.07269374340854,-74.39869817980026,-92.9348790979746,-75.02616762344118,-91.42529343262217,-78.89521428388645,-92.15861626719858,-75.94821079979522,-94.74131598926925,-73.76106505521707,-93.12252704766549,-73.54753099459997,-91.73179587302303,-72.94417066138469,-90.24160406277035,-72.51401344131534,-91.08471582856689,-72.01580021350432,-91.18639511636451,-77.3124528852338,-95.59549750441593,-75.05136111129234,-93.22310913380791,-75.26543754882107,-94.00884451279735,-73.44510315735758,-93.1790629025398,-70.79554156431664,-90.5370849730661
64.0,1,-73.52725927788755,-89.86879798464247,-75.57403837689483,-89.22875700097146,-71.21577732949525,-92.61493076018694,-69.73651839176327,-91.03069658481391,-68.84191562790774,-89.27231189869254,-68.41389635682393,-90.7177015760571,-68.45896212875786,-90.54987163234328,-69.00149834884257,-89.2391565687955,-72.61004629353678,-93.90242804588596,-70.2754844122373,-92.04219592108694,-70.87542254471049,-92.6115216071361,-69.36091163588995,-90.84276212869662,-65.75031469921888,-88.64322395108145,-79.93312510692482,-95.7928984963229,-72.41980417551348,-93.98007913708838,-70.26669056490286,-92.17276887175443,-68.06466492916728,-90.15247467788369,-82.40802033030869,-90.49418049092358,-72.96405938421498,-92.32654595588923,-70.31101589986031,-91.66170141647726,-69.31926036911405,-88.96950019920205,-74.07937298497515,-92.75705011349089,-71.47772546872288,-89.96269861010344,-68.91090335507526,-89.62946980442298,-73.89537148368167,-94.5362144486463,-75.26225288479766,-92.37094878173053,-71.70001105689107,-93.48383007488343,-70.1222829409212,-90.78141334835763,-70.14543537057273,-91.05902912364803
66.0,1,-78.787108498872,-93.35732728321656,-76.85710599790104,-93.27299694826257,-74.9784809110799,-94.88774730697683,-73.46286141334802,-93.13952497571887,-72.24718746001811,-92.8257750263769,-69.39887867907706,-92.23843594424818,-70.85674095054388,-93.47519263319779,-71.65451486266306,-93.55487528563607,-76.60001092920625,-95.15086610425584,-73.14765917445732,-95.10575768538189,-74.71876248508957,-94.38754429140955,-72.55497508673662,-94.09415556326309,-67.39568120823864,-91.44941738579456,-83.89334713712826,-98.41295920427797,-77.19301593414193,-94.6778205713157,-74.15432718455902,-94.23805381997327,-71.96898407282077,-92.34717194693334,-86.7224385774845,-94.77003485962373,-77.26981823763808,-95.82375065410037,-74.26464437096922,-94.67612058670932,-72.84378560866539,-94.09588050244116,-78.35752095556211,-93.42409964592905,-75.25185866404773,-92.22563345365559,-72.3383166363677,-92.72983119147446,-78.26833289126172,-95.59656923900135,-78.9541650182999,-95.17664110245796,-75.72347660347474,-94.53497421787776,-74.65612508476565,-94.38698862400523,-73.00641768257924,-93.42232841523533
68.0,1,-88.37006017240567,-97.36345434149379,-84.41491752292114,-95.31671794552022,-89.93004065548449,-97.08194673562026,-87.16549211784653,-94.61657852051198,-84.50743937283707,-94.54517468714273,-79.923920089934,-95.88432316481831,-83.34674130947025,-92.97551554952292,-87.05605626133354,-92.97803490626401,-88.5955868114472,-98.32983920550681,-85.8943573803925,-95.84593792683631,-89.07467785902497,-96.63523697497808,-85.53221547394081,-93.61447451824571,-79.91551770798229,-95.09961112183333,-93.7576913088006,-98.97555960283978,-89.58111630765333,-98.21379624327578,-86.96131441634478,-96.38358500787055,-85.90039201604057,-97.08296169596103,-88.59467267623458,-96.59284432939685,-86.45074062563152,-95.4646910059476,-85.2888077111509,-94.99052976305578,-84.44284214864018,-94.65750838586527,-82.70937677476199,-95.01090627175388,-84.06581198069239,-91.32437144262441,-84.8875607555194,-93.6036078754847,-89.70332801687304,-97.40398520930438,-86.83298186274337,-94.80071685771387,-86.89076542431286,-95.93352735206966,-85.77954184502646,-94.23037264502233,-83.04412162614467,-93.92479034566121
70.0,1,-74.77430317385155,-92.47266951150372,-77.8167368788343,-92.87504770942152,-73.60933104452174,-93.26415383286614,-71.50758472305166,-91.9994952063835,-70.36844071904832,-90.36335399768467,-71.80145254640905,-94.56838351659783,-71.54327854165693,-92.56179867795439,-70.6923895920006,-91.37372110862815,-75.06335768276648,-94.31429832321427,-73.55534770130012,-93.2672132335423,-72.99558094186924,-93.05577664486542,-71.9097668514468,-92.18323664995724,-68.0156037849317,-91.78589528891736,-84.11767170814947,-95.60465676187144,-74.89895946569891,-94.13369590065138,-72.6640641484993,-92.89565584067459,-69.88324803127422,-90.41264854501271,-86.77594450420565,-90.48319201270456,-74.89406996865465,-94.71020135475989,-72.3312544070965,-93.37842424892615,-69.84730368630794,-91.49038671973861,-77.38240890701499,-92.2767055278683,-73.1790125462608,-93.34656516187705,-69.9932153425458,-91.13884162686969,-77.31137653145558,-94.68137939712861,-77.22845915224141,-93.33463994232164,-73.0636739287098,-93.7446277347931,-72.01343496037333,-93.31678528668569,-71.44368625221348,-93.06803078169581
72.0,1,-76.31044802245073,-93.14021332220578,-73.5118045367941,-94.02215574065744,-71.02838307993872,-94.90950242141147,-70.39684488674123,-94.00074171198823,-69.16746289486039,-93.23759222469532,-66.6702439588178,-92.40618939416927,-68.12011776515085,-93.99800797415823,-69.15083355169767,-92.76574649916724,-72.34672515196125,-95.66210252272407,-69.96685369195745,-95.0310823780162,-71.06014679360952,-94.79831663919,-69.87257285045948,-94.25218817148627,-64.92326926119974,-91.35602124757382,-79.87023515188879,-96.96873184994371,-73.00953380856004,-94.9065849593346,-70.56295946405986,-94.52371321812419,-67.75703588498074,-91.83285393785991,-83.96409502678551,-91.76973592622033,-73.51279437506966,-92.9449810623326,-70.75297141747106,-92.87076379821791,-69.54897929223621,-92.54254144354603,-72.02925502125457,-92.63084561664242,-72.68575312599829,-92.23274826206593,-69.62914128558337,-91.25196529720947,-75.02919311206001,-94.15902717649675,-76.61903858342629,-94.25519560927563,-72.62437104004876,-93.58989478950492,-71.47965985394036,-92.26421338727832,-70.71958144935623,-91.414999201179
74.0,1,-73.40797886523214,-90.02178228691763,-83.0804395184243,-91.79596518036348,-75.08409337475207,-93.48368670147241,-74.01323805810028,-92.60558644210786,-72.46196035304722,-91.13510168200598,-79.2945027426036,-92.97360011261078,-74.24626634575733,-91.4423820229643,-73.41866381354404,-90.88180598903764,-76.5652468736763,-94.22935007420399,-76.53905028204713,-93.82617288396963,-74.44681937280112,-93.27654063491994,-74.09447345508285,-91.61204158245963,-72.68730527367588,-90.88629442628717,-83.94138863067144,-96.91677177929508,-75.5035742715044,-94.23422167218966,-74.15565300711742,-93.50381787936138,-73.01780266327313,-90.73726757761992,-82.23354509274421,-90.49376257520612,-74.3414055251145,-92.67717022667611,-73.81803172126283,-92.28752139200841,-72.24107965515434,-90.72604176653039,-79.27229503476701,-91.50050643595,-73.19863603591878,-89.87660075343925,-72.23946030070633,-90.61936718001077,-77.17313557518784,-94.74581962110159,-75.65240334821907,-93.23024959461405,-73.94210062667726,-92.54921062636959,-73.36766165399276,-91.82444760323608,-71.79029248709375,-89.96212040166866
76.0,1,-78.69938598453382,-91.88236517734224,-78.70409681118481,-93.56309160902042,-78.7180903220713,-95.20903654108034,-77.84694573746106,-93.75482711874884,-76.76304066031949,-92.97392438231797,-70.10563320082701,-91.67341907769342,-74.13853520418894,-92.8585587611862,-76.2588852521653,-92.16791886337026,-80.43522112943178,-95.50040332169684,-75.12997787928941,-94.01054932081882,-79.1523120329751,-94.64483764942045,-76.6755857476712,-93.59757844226515,-70.25191401663606,-90.61264044751597,-84.6095328038526,-98.01172874520107,-80.00842010589861,-95.22079666914196,-77.64783904083305,-94.68418145694946,-74.3629520757298,-93.23142947692241,-79.16317298314128,-93.25651921992176,-78.61865734897533,-95.76676286687935,-77.64326666537826,-94.00079909610399,-76.34248780100636,-93.2240412957517,-71.15579660595974,-90.63991271098898,-76.57397690846366,-89.83297072418256,-76.76447709335858,-91.60781178149428,-81.76585602563176,-95.16023465324312,-78.1565708820626,-94.12750236297299,-79.22306559455721,-94.53835101782916,-78.22386633422991,-93.67495777459209,-72.94164893631827,-91.47178875620608
78.0,1,-72.97499116247192,-92.36787434952802,-78.19377938347989,-92.06556024524856,-73.02639394430523,-93.005541800467,-71.16908814506755,-90.3716859593459,-70.370036750246,-89.37371768226542,-71.55122095609669,-87.30043640111704,-70.85509570850766,-90.48254132385097,-70.17906748495176,-89.57341888343447,-74.4755602976834,-94.98192883783994,-73.15760344069226,-92.15400270195448,-72.25834518309054,-92.15661882119275,-71.1006487330803,-91.17582227655573,-68.82994911935651,-87.59936968894011,-81.3326741902788,-97.52473522579433,-74.24519875830917,-94.12060414050232,-72.47675036096571,-91.68291997446195,-70.36167285030933,-90.74641166477087,-80.04097836691432,-88.30450480411454,-73.29580645774709,-92.5194895046707,-71.84119466111285,-91.1268328543761,-70.46254603739098,-89.31674928278579,-72.75908786272669,-87.51589000281848,-71.64285265502045,-89.26864463986323,-70.00799308922518,-88.03231934370714,-74.94261308361828,-94.23602929794937,-74.43297702581683,-91.15754907026042,-72.71229926792667,-92.72589255967961,-71.4405168671186,-90.70829484503507,-69.96855281170403,-88.99921121701075
80.0,1,-74.10942278359218,-94.40868097980682,-82.16523041170076,-92.89876708831117,-74.59550428451357,-97.00725411690294,-72.64702805109644,-95.54744866060736,-72.42025248318859,-95.16450984980267,-79.56069435532291,-93.74249471554833,-73.85503469306339,-94.51388075749207,-72.44679823449356,-95.49713856855932,-76.03286684732068,-97.80367252621988,-76.06980538115073,-94.89316438561019,-73.67866396920743,-97.01157682769622,-73.09874405095795,-96.01009419327116,-72.23390223205072,-93.26329693917447,-82.86997629634965,-97.76125055306714,-75.13710284073466,-97.84342065443917,-73.67304267052288,-96.78223875717387,-73.24282794767338,-90.6511407848823,-81.9054886922228,-89.53463816169614,-74.92632511422832,-95.72739728390515,-73.23333209016975,-94.30319082230949,-72.26024391375675,-93.39961691805605,-83.87755376558039,-93.55185605900041,-73.9213764559837,-91.63887274887225,-71.69782634961797,-92.3687461449438,-76.42250130802995,-96.66872247758435,-76.77234720585825,-95.16799664686134,-73.81583836166664,-96.71023194465873,-73.02273202572408,-94.26096232652766,-72.6531405227787,-93.70635284212247
